Date / Time,City,State,Shape,Duration,Summary,Posted
8/20/2015 22:48:00,Juneau,AK,Circle,3 seconds,Single light moved quickly in different directions and disappeard,8/27/2015
8/20/2015 22:35:00,Myrtle Beach,SC,Light,2 minutes,2 bright lights crossing night sky.,8/27/2015
8/20/2015 21:31:00,Toronto (Canada),ON,Oval,2 minutes,"Unidentified flying orange craft spotted in North York, Toronto, Canada.",8/27/2015
8/20/2015 21:30:00,Alto,NM,Diamond,25 seconds,Three of us watched a pure white diamond shaped craft move silently from the north to the south and fly over head at a slow speed.,8/27/2015
8/20/2015 21:30:00,Palm Springs,FL,Triangle,10 minutes,Triangular shaped aircraft flying in an irregular pattern.,8/27/2015
8/20/2015 21:25:00,Palm Spings,CA,Other,~8 seconds,Boomerang/crescent-like object with row of circles on bottom that arced wing to wing,8/27/2015
8/20/2015 21:15:00,St. Louis,MO,Sphere,20 minutes,Eight orange spheres over St. Louis.,8/27/2015
8/20/2015 21:00:00,Southaven,MS,Fireball,3-4 hours,Hovering red object(s) nightly along with triangular forming white orbs,8/27/2015
8/20/2015 21:00:00,Whitinsville,MA,Fireball,15 seconds,"At 2100, my wife and I witnessed a fireball (orange Ball)moving from southeast to northwest. At first, I really didn't think anything o",8/27/2015
8/20/2015 20:40:00,Liberty,IL,Diamond,3 minutes,Diamond shaped brilliant white light with red light in eastern sky at 12 o’clock descended to 6 o’clock position rapidly – lights did n,8/27/2015
8/20/2015 14:16:00,Salem,OR,Diamond,~30 seconds,"Sighting over downtown Salem, Oregon.",8/27/2015
8/20/2015 13:00:00,Pismo,CA,Fireball,5 seconds,Red fireball spherical looking object rises from ground and disappears.,8/27/2015
8/20/2015 12:50:00,Vadnais Heights,MN,Chevron,2 seconds,"Silver flash in clear sky that appeared for 2-3 seconds, then disappeared.",8/27/2015
8/20/2015 12:13:00,Dubai (United Arab Emirates),,Circle,4-5 seconds,Second sighting of a thick shadow passing by the same route.,8/27/2015
8/19/2015 23:00:00,York,ME,Triangle,10,"Blinding white orb emerging closer, opening up into a triangle as it flew overhead, with pulsating red and green lights.",8/27/2015
8/19/2015 23:00:00,Salton Sea,CA,Circle,15 minutes,Four strange red orange lights.,8/27/2015
8/19/2015 22:58:00,York,ME,Disk,,"Dark Object with glowing side panels of light (red, greenish blue) and white front light, SILENT.",8/27/2015
8/19/2015 22:20:00,Princeton,NJ,Triangle,5-7 minutes,"Black triangle over Princeton, NJ.",8/27/2015
8/19/2015 21:53:00,Lakewood,WA,Unknown,10 minutes,Blueish-green light flying erratically/then was blinking very fast red and went back the other way.,8/27/2015
8/19/2015 21:30:00,Skiatook,OK,Light,30 seconds,"Bright light over NE Oklahoma, moving southeast at constant speed slowly faded away.",8/27/2015
8/19/2015 21:30:00,New Milford,CT,Light,10-20 seconds,Bird sized illuminated UFO fly's at a extremely high speed and low altitude past me several times.,8/27/2015
8/19/2015 21:21:00,Midwest City,OK,Light,1 minute,"Large stare moves, changes color, and disappears.",8/27/2015
8/19/2015 21:19:00,Metairie,LA,Light,1 minute,Watched high-altitude plane follow a bright ball of light SE across the sky.,8/27/2015
8/19/2015 21:00:00,Grants Pass,OR,Oval,~3 minutes,"Red, white and blue flashing oval shaped light moving west to south east in the the southern Oregon sky.",8/27/2015
8/19/2015 20:49:00,Hartford,CT,Cigar,2 minutes,Bright sphere blinding the eye like a mirror flying slow near an aircraft and Jets where called in.,8/27/2015
8/19/2015 20:45:00,Lebanon,OR,Light,6 minutes,Bright white light moves fast flashes red and descends rapidly toward ground. 2nd white light seen moving.,8/27/2015
8/19/2015 19:55:00,Kingston,WA,Other,5 seconds,"Blimp, plane or what was that overhead one moment and disappeared the next.",8/27/2015
8/19/2015 1:45:00,Sault Ste. Marie (Canada),ON,Formation,30 minutes,"Line of blinking, hovering light formation above small northern community.",8/27/2015
8/19/2015 0:00:00,Urbana,OH,Diamond,5 minutes,"Large diamond shaped craft hovering 100 yards off highway near Urbana, Ohio. Had red and green lights with bright spotlight.",8/27/2015
8/18/2015 23:20:00,Charleston,SC,Cylinder,5 seconds,"Walked out on porch and glanced up just to see a lime-green cylinder shaped light appear in the NW skyline, it quickly descended.",8/27/2015
8/18/2015 23:00:00,West Point,VA,Changing,20 minutes,"I saw a silent, large object in the sky which changed shape, had numerous colored lights, and glided with even speed towards Richmond.",8/27/2015
8/18/2015 22:00:00,Chillicothe,OH,Triangle,10 seconds,Amber colored lights in triangle pattern with smaller light in center.,8/27/2015
8/18/2015 21:30:00,Lima,OH,Light,2 minutes,Saw a very bright white light.,8/27/2015
8/18/2015 21:25:00,Breaks,VA,Triangle,10 minutes,"Three objects saw over Breaks, VA.",8/27/2015
8/18/2015 21:00:00,Hesperia,CA,Oval,15 minutes,Looking out into the east sky I saw what appeared to be an extremely large object. It resembled a sun if you could see a sun at night.,8/27/2015
8/18/2015 20:45:00,Lauderhill,FL,Disk,15 minutes,I saw a formation of five or six illuminated round crafts moving overhead from East to West under the low cloud cover.,8/27/2015
8/18/2015 20:30:00,Longmont,CO,Other,4 minutes,"Ferris wheel shaped object sighted over Longmont, Colorado.",8/27/2015
8/18/2015 20:00:00,Eastham,MA,Triangle,1 hour,Large elongated triangle configuration of three lights in erratic movement over Nauset Light Beach 8-9 pm,8/27/2015
8/18/2015 19:40:00,Mercedes,TX,Light,20 minutes,Object with likeness of star seen moving slowly.,8/27/2015
8/18/2015 8:14:00,Hilo,HI,Unknown,7 minutes,"((NUFORC Note: No information is provided by witness, who elects to remain totally anonymous. PD))",8/27/2015
8/18/2015 0:40:00,Muskegon,MI,Light,3 seconds,"Bright, fast, white light.",8/27/2015
8/18/2015 0:28:00,Staten Island,NY,Cigar,2-3 seconds,"Cylinder/cigar shaped bright white lighted front, 1/5 rear yellow light- shot/flew past extremely fast and disappeared in 2-3 seconds.",8/27/2015
8/17/2015 23:30:00,Dorset (UK/England),YT,Teardrop,15 minutes,((HOAX??)) Teardrop shaped. White light. Red pointy tail - UK,8/27/2015
8/17/2015 22:30:00,Lugoff,SC,Triangle,1 minute,Triangle shape with green orange and red lights.,8/27/2015
8/17/2015 22:30:00,Cotton,MN,Light,3-5 minutes,"Glowing bright red lights, flashing in what appears to be code...slow moving and appeared to be descending vanished below tree line.",8/27/2015
8/17/2015 22:10:00,Manchester,NH,Formation,10 minutes,Lots of red lights.,8/27/2015
8/17/2015 21:30:00,Athens (Greece),,Light,15 minutes,"Was stargazing on the balcony when a weird white light caught my eye. The light,spherical in nature was moving across the sky eastwards",8/27/2015
8/17/2015 21:20:00,Beaverton,OR,Light,2 minutes,"Bright airplane-esque light, slow moving, no blinking, fade out.",8/27/2015
8/17/2015 21:15:00,Edina,MN,Formation,5 minutes,Ring of lights hovering southwest of Minneapolis. ((NUFORC Note: Possible advertising lights from local casino?? PD)),8/27/2015
8/17/2015 21:05:00,Stanton,DE,Circle,6 minutes,Quick flash of light with vary distinguished shape!,8/27/2015
8/17/2015 21:00:00,Rowley,MA,Light,20 seconds,Light dropping in the sky in Northeastern Massachusetts,8/27/2015
8/17/2015 21:00:00,Lauderhill,FL,Changing,15 minutes,"Was driving down my street, and I saw a formation of 5-6 illuminated round crafts moving overhead through the low cloud cover.",8/27/2015
8/17/2015 20:00:00,Kingsport,TN,Circle,35 seconds,"A dim circle of light with red-orange lights, one at the top one at the bottom.",8/27/2015
8/17/2015 19:50:00,Rome,NY,Formation,5 minutes,"My girlfriend and I saw stationary, soundless, red lights in a Z formation that burned out in five minutes.",8/27/2015
8/17/2015 5:25:00,Thornton,CO,Other,2 minutes,Blue spider-like flying airplane; could not hear its sound.,8/27/2015
8/17/2015 0:45:00,Edmonton (Canada),AB,Light,5 minutes,White light seen moving across the night sky,8/27/2015
8/16/2015 23:45:00,Holland,MI,Circle,45 minutes,Like a light bouncing around inside,8/27/2015
8/16/2015 23:00:00,Bluff City,TN,Light,,Bright light ever came at us and just disappeared into three pieces.,8/27/2015
8/16/2015 23:00:00,Cedar Rapids,IA,Circle,12 minutes,Bright orange lights moving from NW to SE very slowly,8/27/2015
8/16/2015 23:00:00,Statesboro,GA,Cross,3 minutes,"Hovering cross shaped light formation to the west of Statesboro, GA.",8/27/2015
8/16/2015 23:00:00,Ocala,FL,Flash,intermittent/10 mins,Multiple green flashing lights up sky & white orb with beam; during thunder storm.,8/27/2015
8/16/2015 22:30:00,Ocean City,MD,Light,1 hour,"ISS over O.C., NJ, or something that can stop and start up in a new direction?",8/27/2015
8/16/2015 22:00:00,Centereach,NY,Egg,2 minutes,Light that looked like flame silently moved over our heads quickly.,8/27/2015
8/16/2015 21:30:00,Rochester,NY,Unknown,5 seconds,"Fast moving light, going straight up.",8/27/2015
8/16/2015 20:15:00,Williamsport,PA,Changing,4.25 hours,"Three lights merged over my head at 30,000 or more feet, then danced in the sky.",8/27/2015
8/16/2015 16:00:00,Rolling Meadows,IL,Light,1601,"Orb that pulsed on and off, that fly across the fly like shadows and if the go faster they light. They appear every other day here.",8/27/2015
8/16/2015 1:10:00,Keyser,WV,Circle,7 minutes,"To the northeast, I noticed a round light moving across the sky. There wasn't any sound coming from it. It was solid red, then white.",8/27/2015
8/16/2015 0:30:00,Connelsville,PA,Other,4 hours,Three lights at treetop level no sound for several hours,8/27/2015
8/15/2015 23:45:00,Lima,OH,Other,5 minutes,"Vertical, pencil-shaped, object seen.",8/27/2015
8/15/2015 23:40:00,Bel,NY,Circle,2 minutes,It first looked like a red dot with orange flames at the botom left than the whole thing moved to the left and turned comlitly orange,8/27/2015
8/15/2015 23:10:00,Westminster,MD,Fireball,45 seconds,"Three circular shapes, moving at the same speed, and same direction. They were spherical but fire colored. They appeared all at once.",8/27/2015
8/15/2015 23:10:00,Belcamp,MD,Light,3 minutes,"Orange sphere seen by 2 people in Belcamp, MD.",8/27/2015
8/15/2015 23:00:00,Washington,VT,Fireball,14 minutes,Amazing sight too see.,8/27/2015
8/15/2015 22:48:00,Utica,NY,Circle,15 minutes,"Glowing red/ green ball bouncing around the sky in non human speeds and maneuvers for 15 min , truly incredible never will forget",8/27/2015
8/15/2015 22:42:00,Lakewood,OH,Light,30 seconds,Twinkling amber star like UFO shot straight up into the night sky from tree tops in disappeared over Lakewood/Rocky River OH,8/27/2015
8/15/2015 22:10:00,Thackerville,OK,Sphere,2-3 minutes,"12-15 dim orangeish spheres traveling N to S, 3 to 4 m in diameter, had no lights and produced no sound, flying less than 1000 ft of",8/27/2015
8/15/2015 22:06:00,Montague (Canada),PE,Light,2 minutes,"Bright white light traveling rapidly across the sky, then disappeared, in Prince Edward Island, Canada",8/27/2015
8/15/2015 22:00:00,Eagle Point,OR,Light,90 seconds,Bright light slowly traveling from N to S. After a couple minutes it turned from white to orange and dissapeared.,8/27/2015
8/15/2015 22:00:00,Cincinnati,OH,Triangle,2 minutes,Triangular craft with 2 big bright red lights.,8/27/2015
8/15/2015 21:42:00,Ames,IA,Diamond,1 minute,"Clearly visible white diamond heading East turn to red as it quickly distanced prior to disappearing. No flashing, very vivid.",8/27/2015
8/15/2015 21:30:00,Weverville,NC,Unknown,3 minutes,High speed bright white object.,8/27/2015
8/15/2015 21:30:00,Shreveport,LA,Oval,10 minutes,I was walking across the street and looked up and saw a solid red and green disc shaped object approx.1 mile high slightly east of my p,8/27/2015
8/15/2015 21:16:00,Fort Myers,FL,Sphere,5 minutes,7-12 red lights moving in the sky,8/27/2015
8/15/2015 21:16:00,Fort Myers,FL,Circle,4 minutes,"There were 7-12 red lights moving in the Western Sky - possibly over the Cape Coral Bridge, some appeared stationary and some moved in",8/27/2015
8/15/2015 21:10:00,Eden,VT,Sphere,5 minutes,"My wife and I were in Eden, Vermont from Thursday, August 13th to Sunday, August 16th with our 3 year old daughter. On Saturday August",8/27/2015
8/15/2015 21:10:00,Fenton,MO,Triangle,45 seconds,I was outside in my backyard I looked east above the treeline.What I witness was bright bluish white lights appear flashing brightly it,8/27/2015
8/15/2015 21:00:00,Carlisle,PA,Other,2 Minutes,Loud long transparent craft with red lights on each end,8/27/2015
8/15/2015 21:00:00,Woodbridge,NJ,Fireball,4-5 minutes,"8-10 flickering fireballs, in single file, from south to northeast.",8/27/2015
8/15/2015 20:53:00,Laguna Beach,CA,Cylinder,90 seconds,Above the freeway there was a rotating aircraft in the sky and lights were shinning around on the edges.,8/27/2015
8/15/2015 20:49:00,Amberg,WI,Sphere,5 minutes,Orange sphere traveling north turning 90 degrees and go west,8/27/2015
8/15/2015 20:00:00,Kearns,UT,Changing,5 minutes,Our 11yr old said that there was something shaped like a parachute and it was clear but still visible but it seemed like it was smoke.,8/27/2015
8/15/2015 19:30:00,Easton,PA,Circle,10 minutes,Four brilliant red round silent crafts flying over Easton Pennsylvania.,8/27/2015
8/15/2015 19:10:00,Yakima,WA,Fireball,5 minutes,"Yellow orb, fades to red over Yakima.",8/27/2015
8/15/2015 11:30:00,Gulf of Mexico,FL,Circle,1 hour,Strange moving star; no pattern at all. Watched a full hour before I got tired but it did not go away. The next night I saw it again!,9/2/2015
8/14/2015 23:30:00,Stoughton,MA,Teardrop,10 minutes,It was blue and red or pink very colorful and well lit up.,8/27/2015
8/14/2015 22:34:00,Lemoyne,NE,Circle,<10-20 seconds,My brother and I were watching the skies for shooting stars as we normally do when we camp out on the beach at Lake Mcconaughy.,8/27/2015
8/14/2015 22:25:00,Thompson (Canada),MB,Light,40 seconds,"Bright light again appearing from west moving east , not to fast this time but made its way towards us (North) in a curve then a plane",8/27/2015
8/14/2015 22:15:00,Austin,IN,Other,2 minutes,Bright orange horizontal band of lights seen by husband and wife.,8/27/2015
8/14/2015 22:00:00,Keswick,VA,Light,10 minutes,"5 redish orange lights/fireballs moving slowly across the sky, at one point in ""w"" formation.",8/27/2015
8/14/2015 22:00:00,Elbow Lake,MN,Circle,5 seconds,"Red ball of light shooting down from the sky slowly then rapidly shot toward the ground, and vanished.",8/27/2015
8/14/2015 22:00:00,Manteca,CA,Diamond,20 seconds,Seen 2 flying fireball objects gliding across back yard sky. There was no noise of any type of motor and they glided side by side.We wa,8/27/2015
8/14/2015 21:49:00,Ventura,CA,Light,30 minutes,Bright light which alternated between green and red and rapidly changed direction as well as staying stationary for periods of time.,8/27/2015
8/14/2015 21:38:00,Raleigh,NC,Circle,17 minutes,"Two concentric rings of light moved slowly across the night sky, stopped for 10 minutes, then moved back in the opposite direction.",8/27/2015
8/14/2015 21:00:00,Loveland,OH,Fireball,unsure as just driving by,"4 clustered, orange, moving objects around 9 at night.",8/27/2015
8/14/2015 20:10:00,Brampton (Canada),ON,Formation,4-5 minutes,My wife spotted them first.What really gave it away was that there were so many Of them in such a small space. 110% they were not,8/27/2015
8/14/2015 19:45:00,Jordan,MN,Circle,,"This isn't a report, but I would like to explain the recent reports of the lights in Minneapolis, MN. These are advertising lights.",8/27/2015
8/14/2015 0:20:00,Astoria,OR,Fireball,2 minutes,"Bright flaming orange orb, with blue pulses of light emitted every few minutes, flying over the water and was completely silent.",8/27/2015
8/14/2015 0:00:00,Burlington,NC,Circle,30 seconds,"Circle, orange in the center. Changed speeds quickly.",8/27/2015
8/13/2015 23:10:00,Lorton,VA,,3 minutes,Large light in eastern sky.,8/27/2015
8/13/2015 22:30:00,Joliette (Canada),QC,Triangle,10 seconds,Silent and fast triangle heading from east to west at low altitude,8/27/2015
8/13/2015 22:30:00,Bismarck,ND,Light,2 minutes,Bright light traveling east turned south and then appeared to remain motionless for no less than a minute before disappearing.,8/27/2015
8/13/2015 22:00:00,Stockton,CA,Triangle,10 seconds,Triangular formation of white blurry lights over venetian park Stockton Ca,8/27/2015
8/13/2015 21:30:00,Liverpool,NY,Triangle,,Triangle shaped craft outlined with bright white lights.,8/27/2015
8/13/2015 21:30:00,Northfield,MA,Light,2 minutes,Ball of light being followed by aircraft.,8/27/2015
8/13/2015 21:00:00,Hollis Center,ME,Light,30 seconds,Bright light moving fast across the sky.,8/27/2015
8/13/2015 21:00:00,Mokena,IL,Circle,30 seconds,Dark orange fireball settles in the west.,8/13/2015
